ds,y,sku
2025-05-13,105,SKU-003
2025-05-14,99,SKU-003
2025-05-15,107,SKU-003
2025-05-16,111,SKU-003
2025-05-17,103,SKU-003
2025-05-18,115,SKU-003
2025-05-19,117,SKU-003
2025-05-20,125,SKU-003
2025-05-21,104,SKU-003
2025-05-22,94,SKU-003
2025-05-23,104,SKU-003
2025-05-24,98,SKU-003
2025-05-25,122,SKU-003
2025-05-26,106,SKU-003
2025-05-27,100,SKU-003
2025-05-28,103,SKU-003
2025-05-29,89,SKU-003
2025-05-30,94,SKU-003
2025-05-31,111,SKU-003
2025-06-01,92,SKU-003
2025-06-02,100,SKU-003
2025-06-03,111,SKU-003
2025-06-04,107,SKU-003
2025-06-05,117,SKU-003
2025-06-06,98,SKU-003
2025-06-07,99,SKU-003
2025-06-08,95,SKU-003
2025-06-09,95,SKU-003
2025-06-10,90,SKU-003
2025-06-11,86,SKU-003
2025-06-12,95,SKU-003
2025-06-13,111,SKU-003
2025-06-14,96,SKU-003
2025-06-15,92,SKU-003
2025-06-16,86,SKU-003
2025-06-17,76,SKU-003
2025-06-18,97,SKU-003
2025-06-19,97,SKU-003
2025-06-20,85,SKU-003
2025-06-21,76,SKU-003
2025-06-22,87,SKU-003
2025-06-23,88,SKU-003
2025-06-24,79,SKU-003
2025-06-25,83,SKU-003
2025-06-26,86,SKU-003
2025-06-27,89,SKU-003
2025-06-28,60,SKU-003
2025-06-29,97,SKU-003
2025-06-30,101,SKU-003
2025-07-01,86,SKU-003
2025-07-02,90,SKU-003
2025-07-03,87,SKU-003
2025-07-04,97,SKU-003
2025-07-05,91,SKU-003
2025-07-06,74,SKU-003
2025-07-07,90,SKU-003
2025-07-08,74,SKU-003
2025-07-09,69,SKU-003
2025-07-10,79,SKU-003
2025-07-11,80,SKU-003
2025-07-12,88,SKU-003
2025-07-13,79,SKU-003
2025-07-14,93,SKU-003
2025-07-15,95,SKU-003
2025-07-16,100,SKU-003
2025-07-17,80,SKU-003
2025-07-18,57,SKU-003
2025-07-19,78,SKU-003
2025-07-20,71,SKU-003
2025-07-21,75,SKU-003
2025-07-22,85,SKU-003
2025-07-23,65,SKU-003
2025-07-24,73,SKU-003
2025-07-25,66,SKU-003
2025-07-26,73,SKU-003
2025-07-27,53,SKU-003
2025-07-28,58,SKU-003
2025-07-29,77,SKU-003
2025-07-30,78,SKU-003
2025-07-31,72,SKU-003
2025-08-01,71,SKU-003
2025-08-02,74,SKU-003
2025-08-03,63,SKU-003
2025-08-04,88,SKU-003
2025-08-05,74,SKU-003
2025-08-06,88,SKU-003
2025-08-07,84,SKU-003
2025-08-08,91,SKU-003
2025-08-09,63,SKU-003
2025-08-10,87,SKU-003
2025-08-11,65,SKU-003
2025-08-12,38,SKU-003
2025-08-13,70,SKU-003
2025-08-14,53,SKU-003
2025-08-15,56,SKU-003
2025-08-16,49,SKU-003
2025-08-17,57,SKU-003
2025-08-18,58,SKU-003
2025-08-19,51,SKU-003
2025-08-20,74,SKU-003
2025-08-21,55,SKU-003
2025-08-22,40,SKU-003
2025-08-23,59,SKU-003
2025-08-24,60,SKU-003
2025-08-25,56,SKU-003
2025-08-26,54,SKU-003
2025-08-27,64,SKU-003
2025-08-28,69,SKU-003
2025-08-29,52,SKU-003
2025-08-30,52,SKU-003
2025-08-31,47,SKU-003
2025-09-01,47,SKU-003
2025-09-02,49,SKU-003
2025-09-03,50,SKU-003
2025-09-04,59,SKU-003
2025-09-05,71,SKU-003
2025-09-06,62,SKU-003
2025-09-07,38,SKU-003
2025-09-08,53,SKU-003
2025-09-09,49,SKU-003
2025-09-10,65,SKU-003
2025-09-11,54,SKU-003
2025-09-12,74,SKU-003
2025-09-13,59,SKU-003
2025-09-14,61,SKU-003
2025-09-15,63,SKU-003
2025-09-16,50,SKU-003
2025-09-17,62,SKU-003
2025-09-18,57,SKU-003
2025-09-19,73,SKU-003
2025-09-20,62,SKU-003
2025-09-21,53,SKU-003
2025-09-22,64,SKU-003
2025-09-23,73,SKU-003
2025-09-24,75,SKU-003
2025-09-25,45,SKU-003
2025-09-26,52,SKU-003
2025-09-27,61,SKU-003
2025-09-28,61,SKU-003
2025-09-29,39,SKU-003
2025-09-30,54,SKU-003
2025-10-01,67,SKU-003
2025-10-02,63,SKU-003
2025-10-03,46,SKU-003
2025-10-04,57,SKU-003
2025-10-05,61,SKU-003
2025-10-06,61,SKU-003
2025-10-07,59,SKU-003
2025-10-08,45,SKU-003
2025-10-09,54,SKU-003
2025-10-10,59,SKU-003
2025-10-11,60,SKU-003
2025-10-12,79,SKU-003
2025-10-13,38,SKU-003
2025-10-14,66,SKU-003
2025-10-15,65,SKU-003
2025-10-16,56,SKU-003
2025-10-17,52,SKU-003
2025-10-18,49,SKU-003
2025-10-19,64,SKU-003
2025-10-20,58,SKU-003
2025-10-21,52,SKU-003
2025-10-22,67,SKU-003
2025-10-23,58,SKU-003
2025-10-24,40,SKU-003
2025-10-25,49,SKU-003
2025-10-26,54,SKU-003
2025-10-27,69,SKU-003
2025-10-28,64,SKU-003
2025-10-29,59,SKU-003
2025-10-30,80,SKU-003
2025-10-31,74,SKU-003
2025-11-01,60,SKU-003
2025-11-02,47,SKU-003
2025-11-03,87,SKU-003
2025-11-04,46,SKU-003
2025-11-05,82,SKU-003
2025-11-06,60,SKU-003
2025-11-07,71,SKU-003
2025-11-08,62,SKU-003
2025-11-09,69,SKU-003
2025-11-10,66,SKU-003
2025-11-11,76,SKU-003
2025-11-12,68,SKU-003
2025-11-13,62,SKU-003
2025-11-14,67,SKU-003
2025-11-15,81,SKU-003
2025-11-16,62,SKU-003
2025-11-17,66,SKU-003
2025-11-18,77,SKU-003
2025-11-19,74,SKU-003
2025-11-20,62,SKU-003
2025-11-21,59,SKU-003
2025-11-22,61,SKU-003
2025-11-23,56,SKU-003
2025-11-24,77,SKU-003
2025-11-25,59,SKU-003
2025-11-26,97,SKU-003
2025-11-27,62,SKU-003
2025-11-28,58,SKU-003
2025-11-29,65,SKU-003
2025-11-30,81,SKU-003
2025-12-01,66,SKU-003
2025-12-02,73,SKU-003
2025-12-03,77,SKU-003
2025-12-04,73,SKU-003
2025-12-05,75,SKU-003
2025-12-06,74,SKU-003
2025-12-07,82,SKU-003
2025-12-08,66,SKU-003
2025-12-09,70,SKU-003
2025-12-10,79,SKU-003
2025-12-11,77,SKU-003
2025-12-12,82,SKU-003
2025-12-13,80,SKU-003
2025-12-14,78,SKU-003
2025-12-15,90,SKU-003
2025-12-16,86,SKU-003
2025-12-17,101,SKU-003
2025-12-18,89,SKU-003
2025-12-19,89,SKU-003
2025-12-20,92,SKU-003
2025-12-21,77,SKU-003
2025-12-22,83,SKU-003
2025-12-23,86,SKU-003
2025-12-24,103,SKU-003
2025-12-25,85,SKU-003
2025-12-26,98,SKU-003
2025-12-27,97,SKU-003
2025-12-28,91,SKU-003
2025-12-29,97,SKU-003
2025-12-30,100,SKU-003
2025-12-31,91,SKU-003
2026-01-01,74,SKU-003
2026-01-02,111,SKU-003
2026-01-03,113,SKU-003
2026-01-04,104,SKU-003
2026-01-05,100,SKU-003
2026-01-06,107,SKU-003
2026-01-07,116,SKU-003
2026-01-08,90,SKU-003
2026-01-09,98,SKU-003
2026-01-10,106,SKU-003
2026-01-11,98,SKU-003
2026-01-12,108,SKU-003
2026-01-13,117,SKU-003
2026-01-14,92,SKU-003
2026-01-15,107,SKU-003
2026-01-16,98,SKU-003
2026-01-17,115,SKU-003
2026-01-18,102,SKU-003
2026-01-19,101,SKU-003
2026-01-20,106,SKU-003
2026-01-21,114,SKU-003
2026-01-22,76,SKU-003
2026-01-23,106,SKU-003
2026-01-24,117,SKU-003
2026-01-25,111,SKU-003
2026-01-26,109,SKU-003
2026-01-27,110,SKU-003
2026-01-28,120,SKU-003
2026-01-29,111,SKU-003
2026-01-30,117,SKU-003
2026-01-31,108,SKU-003
2026-02-01,113,SKU-003
2026-02-02,132,SKU-003
2026-02-03,121,SKU-003
2026-02-04,115,SKU-003
2026-02-05,121,SKU-003
2026-02-06,136,SKU-003
2026-02-07,124,SKU-003
2026-02-08,112,SKU-003
2026-02-09,139,SKU-003
2026-02-10,119,SKU-003
2026-02-11,136,SKU-003
2026-02-12,129,SKU-003
2026-02-13,120,SKU-003
2026-02-14,132,SKU-003
2026-02-15,111,SKU-003
2026-02-16,129,SKU-003
2026-02-17,123,SKU-003
2026-02-18,128,SKU-003
2026-02-19,133,SKU-003
2026-02-20,123,SKU-003
2026-02-21,114,SKU-003
2026-02-22,126,SKU-003
2026-02-23,121,SKU-003
2026-02-24,122,SKU-003
2026-02-25,135,SKU-003
2026-02-26,125,SKU-003
2026-02-27,128,SKU-003
2026-02-28,141,SKU-003
2026-03-01,131,SKU-003
2026-03-02,129,SKU-003
2026-03-03,121,SKU-003
2026-03-04,125,SKU-003
2026-03-05,128,SKU-003
2026-03-06,126,SKU-003
2026-03-07,138,SKU-003
2026-03-08,149,SKU-003
2026-03-09,138,SKU-003
2026-03-10,146,SKU-003
2026-03-11,121,SKU-003
2026-03-12,128,SKU-003
2026-03-13,130,SKU-003
2026-03-14,112,SKU-003
2026-03-15,118,SKU-003
2026-03-16,127,SKU-003
2026-03-17,128,SKU-003
2026-03-18,120,SKU-003
2026-03-19,133,SKU-003
2026-03-20,151,SKU-003
2026-03-21,138,SKU-003
2026-03-22,130,SKU-003
2026-03-23,128,SKU-003
2026-03-24,141,SKU-003
2026-03-25,146,SKU-003
2026-03-26,126,SKU-003
2026-03-27,120,SKU-003
2026-03-28,121,SKU-003
2026-03-29,152,SKU-003
2026-03-30,143,SKU-003
2026-03-31,135,SKU-003
2026-04-01,131,SKU-003
2026-04-02,129,SKU-003
2026-04-03,161,SKU-003
